"","Gene.symbol","logFC"
"2260","NHLRC3",1.31478183
"2263","STK4",-1.0552088
"2264","CYP3A43",1.39791905
"2265","TLR4",-1.42776563
"2267","MPHOSPH8",1.21816135
"2269","C16orf72",1.18154275
"2270","CSTA",2.80605479
"2271","TMX2-CTNND1///CTNND1",1.42422695
"2272","CALCRL",-2.20343626
"2275","CWF19L2",1.02304806
"2276","SYTL2",2.25203188
"2280","ATP2B1",1.50499311
"2282","HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I",1.77159722
"2284","KCNMB2",1.30263645
"2287","MYSM1",-1.07344444
"2288","TMCC3",1.93865541
"2289","TIMP3",-2.53534254
"2290","GNA11",1.35386077
"2292","EFHD2",1.54158515
"2293","FSTL1",-2.04970284
"2295","AASDH",1.03744831
"2296","ERBIN",1.36711809
"2297","HECTD1",1.17594869
"2300","TPSB2///TPSAB1",-2.89102742
"2302","RAB11A",1.56697245
"2303","PIK3C2B",1.02717031
"2305","PHLDA1",-1.33262191
"2306","FAM120AOS",1.08392324
"2307","CALU",-1.07979854
"2310","ATF2",-1.02211202
"2311","SPPL2A",1.24860913
"2312","ZHX1",1.41064854
"2313","",-1.33319775
"2314","",1.48031629
"2316","OSR2",-2.83680468
"2319","FAM126B",1.43474745
"2322","MIA3",1.76027618
"2323","HERC4",1.07050339
"2324","ARID1B",1.06558618
"2325","LOC101930405///IGHG1",-1.56797467
"2328","ELK4",-1.01291527
"2329","LATS1",1.15544279
"2330","UBE3C",-1.03317785
"2331","GREM1",-4.16886066
"2332","HIP1",-1.25194356
"2333","CALR",-1.50866629
"2334","LPCAT4",1.53493912
"2335","",1.18651879
"2336","SLC29A1",-2.01956756
"2337","ITGA5",-2.88628219
"2338","CALD1",-2.98212563
"2339","SPARC",-2.02695018
"2341","",-1.51167131
"2342","ANP32A",1.07104449
"2343","USP9X",-1.65362438
"2345","",1.12212239
"2348","",1.03314877
"2350","ZFP36",-1.53918813
"2352","ZNF326",1.12380593
"2353","NR4A3",-2.11448044
"2357","CHPF",-1.06277196
"2358","IAH1",-1.50267791
"2359","RCOR1",1.22189055
"2360","ATXN7",-1.11453782
"2361","CNN3",-2.00977722
"2363","PLEK",-1.59051893
"2364","SMAD7",1.15814177
"2365","APOBEC1",3.68642975
"2367","FRAT1",1.14844101
"2368","TSPAN5",1.52140209
"2371","MFSD2B///FKBP1B",1.45048814
"2372","RCAN3",1.63604916
"2375","PHTF2",-1.20392915
"2376","NSG1",1.47435377
"2377","CSNK1A1",1.11336483
"2379","BICD1",-1.36351452
"2381","",-1.96775715
"2382","",-1.10105814
"2383","LPP",-2.20965398
"2386","RNF34",1.26065895
"2387","ACOX1",1.68776188
"2388","FXR1",-1.06925912
"2389","ZNF137P",1.78773642
"2390","",1.20015422
"2391","WHSC1L1",1.24567354
"2392","ACOX3",1.00285846
"2393","SCP2",1.29983465
"2395","ADAMTS17",1.78345556
"2396","ABLIM1",1.76740089
"2397","GNG2",-1.2130059
"2401","",1.07369193
"2403","SLC16A1",2.14713382
"2405","LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14",-1.12495413
"2406","FADS3",-1.72077954
"2407","ZKSCAN1",1.44097283
"2410","UEVLD",1.10243347
"2412","FBXW7",1.09328234
"2413","CBX5",-1.87578791
"2414","RNGTT",-1.06161093
"2416","RHOQ",-1.42902756
"2419","GFPT1",1.71901342
"2420","LRRC66",3.69391055
"2421","BDH2",1.39425072
"2422","ADAP2",-1.33003777
"2423","FUT11",-1.04289163
"2427","GM2A",-1.41887018
"2428","BBS4",1.02546825
"2429","PPFIBP2",1.65310583
"2430","VIM",-1.40577051
"2432","ZNF207",1.54807129
"2433","ZCCHC8",1.06320861
"2434","CYB5A",1.4694914
"2436","LIAS",1.22412651
"2438","TGFBR1",-1.2865441
"2439","FUS",-1.17252717
"2443","SH2D2A",-1.03431573
"2444","DCAF8",-1.2682751
"2445","MYO1B",-1.32367119
"2449","TOR1AIP2",1.03256306
"2453","SFXN1",1.42634928
"2455","",-1.21832941
"2457","GNAO1",-1.25535774
"2459","PAX6",1.99543949
"2461","EDNRA",-3.2222752
"2462","GLS",-2.12034782
"2464","PDIA3",1.2665818
"2465","",-1.17641399
"2466","PIK3R3",-1.07722181
"2467","SAR1B",1.238738
"2468","SREK1IP1",1.11496698
"2469","C1R",-2.32000469
"2470","",1.46683482
"2471","SMIM22",1.55497103
"2472","",1.6486165
"2473","GSTM4",-2.08004441
"2474","PRRX1",-2.56577282
"2475","C15orf65",1.54840315
"2476","",1.10147313
"2477","AKIRIN1",-1.01336377
"2478","TP53",-1.85123735
"2479","EXOC4",-1.05663329
"2480","CEBPB",-1.34855979
"2482","TFCP2L1",1.79025223
"2484","MALAT1",-1.48393976
"2486","IL6ST",-1.4233788
"2490","OASL",2.07389791
"2491","DUSP14",-1.37363908
"2492","FMO4",1.16673309
"2493","TREH",1.0796825
"2494","",1.14258951
"2495","UGGT2",1.70422135
"2496","PPID",2.06347717
"2502","ALDH2",1.28088501
"2503","",1.68080252
"2507","",-1.04551485
"2509","TMEM64",-1.29271319
"2510","",1.12149478
"2511","RAD21",-1.10706302
"2517","STAG2",-1.17883991
"2518","",-1.39226233
"2519","LARP4",-1.00387288
"2520","",-1.04781304
"2521","CD248",-1.96493721
"2525","SESN2",-1.09610454
"2527","SLC44A1",1.11542394
"2528","FER1L4",2.61413584
"2530","BTD",1.23250161
"2531","RIN3",-1.14911618
"2532","COMTD1",1.31469166
"2535","ERICH5",3.3958701
"2537","",1.11258819
"2538","FCGR2A",-1.81072303
"2542","HOOK1",2.11871785
"2543","SRSF10",1.20613585
"2546","GLOD4",1.03078328
"2547","DBT",1.15358287
"2549","NAGPA",1.02338657
"2550","CLIP4",-1.23347097
"2551","COX19",1.05053153
"2555","CASP6",1.11762348
"2559","TMEM14A",1.26933648
"2560","ADTRP",2.27114304
"2561","PGRMC2",1.17901133
"2562","SAMHD1",-1.70080936
"2563","CYB5A",1.31629675
"2564","ZNF417///ZNF587",1.1738252
"2565","SMC5",1.20476296
"2567","TTYH3",-1.12822743
"2569","CSF3R",-1.57186029
"2570","NFS1",-1.02351015
"2571","MOSPD1",-1.21306804
"2572","AKIRIN2",-1.18976018
"2573","TSC22D2",1.01113332
"2579","GGNBP2",-1.34652218
"2581","",1.1795607
"2582","ALOX5",-1.10960329
"2584","FRYL",1.05153706
"2585","PPP2R5E",-1.26517689
"2586","TMOD3",1.10864344
"2587","HAPLN1",1.16870602
"2590","ERC1",-1.06882389
"2591","TLN1",-2.02566644
"2595","MAP1B",-3.08350687
"2599","SERINC3",-1.01071112
"2601","FOXO3B///FOXO3",-1.19450432
"2603","ANG",2.50003972
"2606","ZNF585B",1.45972497
"2608","AP3D1",1.02733882
"2610","CCDC85C",1.28254418
"2611","",1.26515067
"2612","LOC143286",1.61243665
"2613","VAMP3",-1.05060646
"2614","RNF144B",-1.13059391
"2615","RHOJ",-1.60681507
"2617","SLIT2",-3.94465972
"2618","SERPINH1",-1.76786136
"2619","WISP1",-3.33301116
"2620","TPSB2",-2.68898914
"2622","SH2B3",-1.16594691
"2623","RHBDL2",2.80230476
"2624","MIA2///CTAGE5",1.48264593
"2625","",1.32080868
"2626","",-2.58041875
"2627","ANKRD9",1.55204682
"2628","CCDC50",-1.61903979
"2629","AP1S3",1.81301283
"2631","",2.04172802
"2633","C4orf33",1.70214301
"2634","ETFDH",1.54401935
"2635","TLN2",1.16458163
"2636","HOOK2",1.29672962
"2640","P3H1",-1.26405866
"2642","SAR1B",1.59002391
"2643","HERC2P7",1.03364494
"2645","PRELID2",2.12820564
"2647","FBXO3",1.14495996
"2648","EDNRA",-2.50163812
"2649","",1.01757632
"2650","INHBA",-3.27187043
"2653","PLEKHA7",1.92376637
"2655","SERPINE1",-2.98236858
"2656","",4.46070529
"2657","SUN1",1.31721995
"2658","CPNE8",-1.54457118
"2659","RALGPS1",1.13677239
"2660","TFCP2L1",2.7495134
"2662","FAR1",1.65387662
"2663","KCNK5",2.12973617
"2665","ZNF420",1.31043555
"2666","SEPT11",-1.56065429
"2667","OLFML2B",-2.50084616
"2668","NMRK1",1.29168036
"2670","ZMYM5",1.03741823
"2671","CYBB",-1.91506034
"2672","TGM2",-1.65486389
"2673","HSPB2-C11orf52///C11orf52///HSPB2",2.18466882
"2674","STS",1.77320876
"2676","MIGA1",1.13178208
"2679","MGEA5",-1.17536922
"2681","ZMYM2",-1.48436886
"2682","TPSAB1",-2.71897252
"2685","ARHGAP32",1.79470925
"2686","CD6",-1.1129265
"2689","SYTL4",1.1335331
"2690","CAPN9",4.13819942
"2691","LSP1",-1.4248098
"2693","PPP4R3B",1.18385465
"2694","MIR4680///PDCD4",1.76178896
"2695","",1.00773532
"2697","NOLC1",-1.12579208
"2699","KCNJ15",2.63272929
"2701","SLC22A23",2.08907743
"2703","LOC727916",1.44381163
"2705","ANGPT2",-1.34232932
"2706","RAB11B",-1.08990805
"2708","TPSAB1",-2.7291853
"2715","COL12A1",-2.88630984
"2716","",1.19258209
"2717","PET117",1.58800975
"2718","",-1.76794734
"2719","",-1.09535097
"2721","SLC41A2",2.26478093
"2722","CHMP5",1.22742236
"2728","ETNK1",2.86932187
"2729","",-1.22442837
"2730","RNASE4",2.107791
"2732","ZDHHC21",1.36651093
"2733","NFKB2",-1.09853212
"2734","",1.20296383
"2735","",1.13654142
"2737","STC2",-1.39928095
"2742","",-1.25900281
"2743","C11orf54",1.43290484
"2744","LOC100996741///LINC00869",-1.34096796
"2745","CTTN",1.33685902
"2747","MAP3K9",1.65578671
"2749","",-1.25164415
"2756","CASP7",1.75430924
"2757","PDGFRB",-1.97746436
"2758","PRRC2B",-1.09581938
"2759","FCER1G",-1.81971562
"2761","SLCO2B1",-1.37515183
"2764","",-1.13720795
"2768","TTC22",2.8448798
"2769","PDZD3",1.14920289
"2772","C6orf1",-1.03375427
"2774","LY86",-1.49713055
"2775","PAK2",-1.20262286
"2778","MFGE8",-1.47749091
"2780","C2orf72",1.15592357
"2781","AFF4",1.37489568
"2783","LPAR5",1.6170975
"2784","GOSR2",1.04601103
"2787","GRAMD3",1.3467398
"2788","TGOLN2",1.30249967
"2790","MET",-1.34485166
"2791","PDLIM5",-1.24854356
"2792","GRIK1-AS2///BACH1",-1.00940494
"2795","NFKBIA",-1.03491193
"2796","",-1.88259157
"2797","",-1.66788842
"2798","MAP3K12",-1.03469908
"2799","MIR6883///PER1",-2.30905538
"2800","",-1.67503098
"2801","CD3E",-1.48298358
"2802","ARFGEF1",1.05928757
"2803","",1.04879737
"2804","HIGD1A",1.93232659
"2807","MRPL23",1.01210084
"2808","LOC101928615///FNDC3B",-1.09503597
"2810","OSTF1",1.12816217
"2811","MBNL2",-1.61149715
"2812","PRPF4",-1.08914207
"2814","SSTR1",4.02461062
"2815","LOC728061",-1.422157
"2816","HHIP",3.07369781
"2817","C5orf63",1.37589127
"2819","RNASEL",1.26092808
"2824","AKAP10",1.29175632
"2826","SUN1",1.23177366
"2827","UPK1B",4.15950096
"2828","ARHGEF11",-1.0589662
"2829","NCF2",-1.93897886
"2830","SEPT7",-1.41540477
"2831","SLTM",1.05149733
"2832","",1.57355918
"2833","PTPN14",-1.52700853
"2834","ISYNA1",-1.65395162
"2835","ZNF644",-1.20374742
"2838","",-2.02796238
"2841","KIF5B",-1.19285916
"2842","",1.16107404
"2843","ETNK1",2.84289712
"2845","TTC17",1.12290542
"2846","LYRM2",1.03095056
"2847","AFDN",1.07845107
"2850","",-1.19164185
"2853","IRAK1BP1",1.1763584
"2854","WDR76",1.23489425
"2855","SGK2",1.42220982
"2859","",2.43788715
"2861","UTRN",-1.30594976
"2863","ZNF720",1.00819941
"2866","PRKCH",-1.09686412
"2867","CAPZA2",1.02418426
"2869","LOC100294033///TCAF1",1.18968248
"2870","PEA15",-1.39675406
"2871","FIP1L1",1.00633713
"2872","",1.26267679
"2876","SHROOM1",1.29076934
"2877","SPATA6",1.3599816
"2881","",-1.89300353
"2883","ATP8B1",2.37627529
"2885","CTF1",-1.12224868
"2888","YIPF5",1.26501398
"2889","ZNF709",1.01021019
"2890","",1.22294501
"2892","",1.19866748
"2893","GJA4",-1.29747933
"2894","C2CD5",1.30504479
"2901","MALAT1",-1.65145325
"2903","TRAK2",-1.12033115
"2904","TAGLN",-3.35774431
"2907","KLB",1.28815025
"2911","",1.23440223
"2912","CBR4",1.09616982
"2913","CREBZF",1.08288725
"2915","WIPF1",-1.40484333
"2916","HACD3",1.26121494
"2918","SLAMF6",-1.13127658
"2919","TPSAB1",-2.55987605
"2922","ARHGEF28",1.82213606
"2923","SMAD3",1.08780257
"2925","",1.14440796
"2928","",1.49236461
"2929","HIPK2",1.20585785
"2930","",1.14483005
"2932","EP300-AS1",2.32931769
"2933","CEP85L",1.75832861
"2934","LOC105379499///FLJ45482",2.00199749
"2935","GAREM1",1.81090855
"2936","",-1.29670259
"2940","ZNF654",1.42688631
"2941","PTPRR",2.5115231
"2942","CYB5A",1.30881148
"2943","ZNF652",-2.39161992
"2944","C4orf32",1.70503125
"2945","TMEM92",1.3371766
"2948","SLFN5",-1.61085733
"2951","SRSF5",-1.15472558
"2952","MBNL3",1.88093354
"2953","ADAMTS1",-2.55281724
"2954","LMAN1",-1.21495941
"2955","ANKRD11",1.00649785
"2957","TAGLN",-3.31602569
"2959","LMO4",1.43676155
"2960","CSGALNACT1",-1.07972066
"2962","",1.59451472
"2964","ZFYVE16",1.19580135
"2967","PTS",1.0493581
"2969","MKL2",-1.37683697
"2970","TMEM144",1.79609114
"2972","RICTOR",-1.16742337
"2973","MMP2",-2.34248958
"2974","RBPMS",-1.96252032
"2976","CDC14B",1.35269642
"2978","VPS13B",-1.00618817
"2979","SFRP2",-4.46292667
"2980","NUCB2",1.55434519
"2981","MGST2",1.2595542
"2983","FHDC1",1.12843602
"2984","HMGCR",1.73288599
"2985","ADRB2",1.92747203
"2989","PTBP3",-1.52228176
"2990","",1.17081462
"2991","NRP2",-2.16618474
"2992","",-1.33723302
"2995","AVL9",-1.15704142
"2998","GFPT1",1.90139846
"2999","RIN3",-1.15826406
"3001","MYO10",1.44652043
"3002","FNBP1L",1.60787761
"3003","SPIDR",-1.71408731
"3004","NECTIN2",-1.64963936
"3006","",1.99276574
"3008","MYZAP",1.89171158
"3010","ZMYND8",1.02386908
"3014","GRAMD1B",1.20172063
"3015","JUNB",-1.38681852
"3018","CCDC15",1.07424287
"3020","",-2.0475864
"3021","OSBPL7",1.7237531
"3023","RAB27A",2.05274495
"3025","DPYSL3",-3.01938013
"3026","CDC37L1",1.01461263
"3028","NUP58",-1.72698935
"3029","ZNF654",1.00802068
"3030","IKZF2",1.67778535
"3033","STX19",2.16399424
"3035","RIOK3",1.38606505
"3036","IRS4",1.96003803
"3037","GAL3ST1",1.40895763
"3041","WISP1",-1.83033283
"3043","ZNF112",1.24348967
"3044","ETNK1",2.71448503
"3047","AACS",1.27254912
"3048","EPM2AIP1",1.42353901
"3050","SPATA6",1.29786582
"3054","KDM6B",-1.02592507
"3055","ANKH",-1.40195675
"3059","COLGALT1",-1.06672483
"3060","LOC158402",1.8807907
"3062","SUN1",1.01843079
"3064","NR4A1",-1.64957893
"3068","CBX4",-1.12738395
"3069","IL1R2",3.69964448
"3070","C5orf22",-1.22435026
"3077","NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3",-1.58033753
"3078","ARHGAP19",1.12965169
"3079","RDH13",-1.02298059
"3081","UBL3",1.47154354
"3082","MYLIP",-1.00258368
"3084","",1.23398431
"3086","PLXDC2",-1.9728922
"3087","",1.3427293
"3089","SYTL5",4.2210098
"3091","ABCG1",1.04511186
"3092","ERLIN1",1.11349474
"3093","SCAMP1",-1.20362256
"3094","NBPF1",1.11396736
"3098","DNAJC21",1.19638095
"3099","ITGB2",-2.01013134
"3102","CD44",-1.43227344
"3103","FAM120A",1.11193887
"3104","",-1.25448822
"3107","ISLR",-2.8722641
"3109","",-1.45907168
"3111","PLCXD1",1.69595354
"3112","KCTD12",-1.97056797
"3114","API5",-1.02276882
"3115","OVOL2",2.33329419
"3117","RNASE4",2.13589641
"3118","HSP90AB1",-1.53592423
"3119","CD14",-1.80282232
"3123","VPS41",1.30871531
"3124","",-1.06648337
"3125","GUCY1B3",-2.36652968
"3127","ZNF585A",1.01076656
"3128","MALAT1",-1.44871838
"3131","TRIM2",2.30444185
"3133","STRN",1.00081361
"3134","PRPF4B",-1.14625066
"3135","SDCCAG3",-1.35663375
"3136","TMEM220",1.86004824
"3137","LOC100507487",1.36621653
"3138","ITFG1",1.20909667
"3139","AGO4",1.27266046
"3141","",-1.15440308
"3143","MBNL3",1.11122503
"3145","LOC102724200///TRAPPC10",1.01153613
"3147","LINC00849///SLC25A16",1.24283855
"3148","ENG",-1.24314793
"3149","EBF1",-2.64883712
"3151","PAK1",1.36828076
"3153","BTG2",-1.51316677
"3154","LOC102724851",1.25558004
"3156","DENND1B",-1.78766738
"3157","TMEM184A",1.72669676
"3159","",-1.07614395
"3161","FCGR1B",-2.353042
"3167","WWTR1",-1.34310229
"3169","ECM1",-1.61384387
"3170","DDX60",2.55632002
"3171","VCAN",-2.44352373
"3173","PGGT1B",1.3442727
"3178","",-1.28161268
"3180","",-1.46221814
"3182","TMEM263",1.12807605
"3183","ETS2",-1.15565005
"3184","RAB31",-1.98656475
"3186","LOC642846///DDX12P///DDX11",-1.05432276
"3191","MRPL4",-1.01788702
"3192","ZMYM5",1.37591821
"3194","CHN1",-1.67914861
"3196","ZBTB7C",1.98636969
"3197","MIR637///DAPK3",-1.31851771
"3198","LTN1",1.01717598
"3199","ASPHD2",2.46392529
"3200","CALM3///CALM2///CALM1",-1.24473906
"3203","CTTN",1.04247612
"3206","BCAS1",3.39303785
"3207","DOPEY1",1.12945023
"3208","MKNK2",1.01166141
"3209","MMP28",2.26794576
"3216","",1.42375566
"3217","ARHGAP23",-1.39049942
"3219","VAMP8",1.37860533
"3221","SON",1.02633824
"3222","GOLGA2P10",1.47652568
"3223","ANKRD9",1.15592808
"3224","MUT",1.16658036
"3228","PLK1",-1.5817092
"3229","SLC35D2",1.39443792
"3230","CCDC71L",-1.54598498
"3232","ULK4",-1.05419267
"3236","",-1.23347812
"3237","SAR1B",1.55196549
"3238","LPP",-1.18903956
"3239","CCR1",-1.62829201
"3240","ICAM1",-1.00526784
"3241","NR1D1///THRA",-1.12282155
"3242","CHDH",1.02214234
"3243","",-1.15774425
"3247","MBNL1",-1.50924075
"3249","ZNF823",1.3956295
"3254","TMF1",1.12662901
"3256","PANK3",1.21930212
"3259","BCL2L11",-1.58367274
"3262","FBXO33",1.00988284
"3264","",-1.20989787
"3265","TUBB6",-2.12610236
"3266","",2.00309638
"3267","BICC1",-1.09476939
"3268","DYRK2",1.19795784
"3269","APOD",-3.80478664
"3273","PRKAR1A",-1.00599471
"3274","STX16",-1.01657746
"3277","RFTN1",-1.71225714
"3278","PLEKHA6",1.71422513
"3279","SLC14A1",1.24084239
"3280","",-1.71009336
"3281","",2.78047249
"3284","ANK3",1.43277169
"3285","TAOK2",-1.05360929
"3287","FNIP2",1.12655678
"3289","SLC26A7",2.21839872
"3290","XIAP",1.06397261
"3292","WIPF2",1.29326812
"3293","TRAM1",-1.16226498
"3294","EML4",-1.07157936
"3295","",-1.30173755
"3296","CNOT6",1.00652312
"3299","RIPK4",2.0218583
"3301","TTC13",1.18049833
"3304","",1.14564286
"3305","",1.31698297
"3307","APTR",1.43034895
"3311","FOXC1",-1.13688348
"3315","LRRC8E",1.27467696
"3317","SPINK2",1.77621706
"3325","SIMC1",1.04918936
"3326","RCAN3",1.28847078
"3332","",1.92409586
"3335","DGKH",-1.37031457
"3338","SERPINF1",-2.32371162
"3339","ARHGEF28",1.42768416
"3341","TSPO",1.28488956
"3343","CDKL5",1.60093612
"3346","",1.69590591
"3352","RSPO3",-3.18716003
"3354","SLC35B3",1.13958607
"3356","CSNK1A1",1.23443049
"3357","",1.61340025
"3358","SPATS2L",1.33675743
"3359","SETD5",1.04804747
"3360","SMPDL3A",2.03477071
"3362","CAP2",-2.74744022
"3363","ST18",2.10480685
"3364","",1.04839754
"3367","COL1A1",-2.44146462
"3368","PPP1R18",-1.50518535
"3370","ETNK1",1.98966307
"3371","SLC16A1",1.68901062
"3374","BTBD19",-1.58769464
"3375","C1QTNF5///MFRP",-1.93867813
"3376","RAB31",-1.94303343
"3381","PRKAA1",1.07890394
"3383","",-1.99916219
"3388","CLOCK",1.08679892
"3390","SFRP4",-4.25211505
"3393","FYN",-1.28147303
"3394","OGDH",-1.20845736
"3395","",1.22245937
"3396","USP53",1.27047024
"3397","PIP5K1C",-1.35208439
"3398","ETFDH",1.46427694
"3399","PRNP",-1.74932925
"3401","AIF1",-1.21756904
"3402","",1.2898673
"3408","ADAMTS6",-1.45619912
"3409","HSPD1",-2.29757705
"3411","TBC1D8B",1.81574541
"3412","AKR7A2",1.01269858
"3413","ACOX3",1.08923886
"3416","RHOJ",-2.19546641
"3417","",-1.49640337
"3422","BCL6",-1.42012833
"3424","RAB31",-1.81395302
"3425","NOTCH2",-1.22022423
"3426","U2SURP",-1.28335787
"3428","",-1.42277172
"3429","PDIK1L",1.22133558
"3430","PSD3",1.36978093
"3432","CYB561",1.14596875
"3433","RPRD1A",-1.06325834
"3434","SYNJ2BP-COX16///COX16",1.15239803
"3438","GSR",1.09562852
"3439","",-1.28153711
"3440","TMEM246",1.72562293
"3441","PIWIL2",1.85294645
"3445","SH2D3C",-1.14490471
"3446","LOC101930583///GOLGA8B///GOLGA8A",-1.32038804
"3447","SERBP1",1.08745262
"3449","",-1.6149381
"3454","TLR3",1.95405367
"3455","PYROXD1",1.32206122
"3458","ADAMTSL4",-1.84881374
"3460","HACD2",1.51581984
"3461","",-1.36673191
"3464","AK5",1.05489107
"3466","SPIN3",1.10358847
"3467","SPTBN1",-1.19948328
"3470","GDPD5",-1.10189588
"3472","",1.06419223
"3474","HIGD1A",1.18490611
"3475","KLHL28",1.12954529
"3477","NFAT5",-1.30703611
"3478","LOC102723983///DAZAP2",1.33560101
"3481","BMP4",1.36525761
"3483","PARVG",-1.12980426
"3485","CD44",-1.4164547
"3488","",-1.27570722
"3489","MAP4K3",1.1167411
"3490","CREM",-1.25154723
"3492","GYG1",-1.15384319
"3493","RCAN1",-1.31021387
"3495","",1.12321134
"3496","ARSD",1.5596141
"3497","SCAMP1",-1.43712242
"3500","AXDND1",3.12372926
"3501","FNIP2",1.06072498
"3504","PECAM1",-1.6446987
"3506","SECISBP2L",1.08248108
"3507","ERMP1",1.54110707
"3509","PLXNA2",1.16722428
"3511","LPAR2",1.19345336
"3512","PHACTR2",1.1129347
"3516","ARPC1A",1.05975035
"3517","HAPLN1",1.90536123
"3523","",1.50213954
"3525","ARSJ",1.31933914
"3526","STXBP5",1.15894279
"3527","SHB",-1.08289753
"3530","",1.15361015
"3531","LINC01133",3.79672296
"3532","TMEM158",-1.89726791
"3533","ZDHHC14",1.29915381
"3537","CTNNB1",1.08214361
"3540","GRB10",-1.77674193
"3541","TMEM245",-1.13334678
"3543","KIAA1522",1.48230498
"3546","",1.65346575
"3548","GAS2",1.95112549
"3549","C11orf96",-2.15469411
"3550","NDUFC2-KCTD14///KCTD14",2.28148387
"3551","HERC4",1.03816141
"3552","RCN3",-1.49578854
"3556","MAP7D2",3.51948311
"3558","COL5A2",-1.93923709
"3560","",-2.0272426
"3562","",-1.07210898
"3563","CARD6",1.25579358
"3564","ENC1",-1.74639854
"3566","SUPT16H",-1.16474289
"3569","SCG3",2.05936333
"3573","GNPTAB",1.03688245
"3574","NOLC1",-1.14316792
"3575","AGFG1",-1.09131365
"3578","PPP2R1B",1.09280381
"3587","ADAMTS2",-2.4925124
"3590","DNM1",-1.71463109
"3591","CDC42SE1",1.13703859
"3592","PREX1",-1.25874742
"3593","",-1.33142814
"3597","SLC2A13",1.54575744
"3598","SIRT7",1.08865863
"3599","PTP4A3",-1.76773281
"3600","FLNA",-3.19678371
"3601","LAMA4",-1.28931468
"3604","COL12A1",-2.59294236
"3606","MED13L",-1.04933436
"3607","DOK5",-2.10211413
"3608","BRWD1",1.00288063
"3610","DDX60L",1.77836361
"3615","IGSF3",1.46685306
"3617","ATP11B",1.32103425
"3620","NAA15",1.27754255
"3624","ACSL3",1.23905053
"3625","MMP28",1.78769807
"3626","CALD1",-2.37992451
"3627","CD86",-1.42148584
"3630","MYCN",2.00513839
"3631","LOC101927933///LRRC8C",-1.20172487
"3633","RAP2B",1.02677972
"3634","LOC727820",-1.29741128
"3635","",-1.64488312
"3636","MAGI1",1.15428901
"3638","LYPD6",1.09613208
"3639","CCDC88C",1.06883431
"3641","TRIM23",-1.09618746
"3644","CBLB",1.2287635
"3646","NREP",-1.8235876
"3648","ZNF12",-1.00095235
"3650","B3GALNT2",-1.072296
"3653","LTBP2",-1.7781307
"3654","LYPD6B",3.06687468
"3655","TWSG1",-1.44372759
"3657","HCG11",1.22243314
"3658","LRBA",1.43604267
"3659","LOC100506098",2.11834082
"3660","FCER1G",-1.85665698
"3661","",-1.29592942
"3662","MLLT3",1.09670666
"3666","",-1.33103893
"3667","CRIM1",-1.17901343
"3668","PDLIM7",-1.98944163
"3672","SPHK1",-1.5451388
"3673","ZNF268",1.15292592
"3674","ZNF331",-1.80264464
"3683","",2.19525824
"3686","TNFAIP6",-2.36885454
"3688","DAB2",-1.53158513
"3689","RAB12",1.88973091
"3691","",1.12836086
"3693","CXADR",3.00067392
"3694","FRK",2.27916474
"3696","ERVK3-1///ZNF8",1.0529484
"3699","",-1.03795014
"3700","",-1.3268058
"3702","SLC9A1",1.53964895
"3706","DISP2",1.29033763
"3709","RDX",-1.81828113
"3710","SLC35A1",1.16170855
"3714","CHUK",1.13972338
"3715","CALD1",-1.71955453
"3716","EXOC3L4",1.01056886
"3718","CLMP",-2.07386734
"3720","",-1.56829703
"3721","KLHL3",1.18952745
"3722","CNTN3",2.06538476
"3724","APOL4",-1.10313709
"3725","PPP1R12B",-1.75683929
"3727","THEMIS2",-1.51811464
"3729","LOC389831",1.80190896
"3730","FLNB",1.11293132
"3731","DENND4C",1.03465963
"3732","GPD2",1.53208749
"3733","ACOX1",1.46322272
"3734","KDM6A",1.56575253
"3737","DNMBP",1.20297756
"3743","MGP",-3.20004466
"3744","SERPINB9",-1.56347577
"3745","UGT2B15",2.74989961
"3746","ITGBL1",-3.44478216
"3747","METTL10",1.03494106
"3748","TCF4",-1.48815014
"3749","",1.28189875
"3751","IL18BP",-1.71871231
"3752","BCL2L11",-1.48273323
"3754","SPATA6",1.31399995
"3755","NOL4",1.22040113
"3758","TMEM33",1.07951054
"3759","RNASE1",2.15329505
"3760","LARP7",1.16045002
"3761","CBX3",1.51369564
"3763","TNKS2",-1.06934545
"3765","EIF4E",1.14759899
"3766","VAT1",-1.02759363
"3767","NRSN2",-1.02905895
"3769","",1.30714164
"3770","ANGPTL2",-1.99811904
"3772","DCUN1D1",-1.07231028
"3775","THBS1",-2.47981133
"3776","ZNF721",1.06379845
"3777","SMCO4",1.17264676
"3778","COL4A2",-2.20608369
"3783","PBDC1",1.07057373
"3785","ZNF664-FAM101A///FAM101A",2.49975515
"3788","",-1.0728914
"3790","PDPN",-1.65497363
"3792","SIPA1L3",1.03214778
"3798","",-1.2775591
"3799","ITGB2",-1.83493292
"3800","",-1.07583696
"3801","SLC2A14///SLC2A3",-1.56555739
"3803","ANKRD12",1.1951777
"3805","ANGPT2",-1.53450938
"3806","RASSF10",2.12742231
"3809","C1QTNF1",-1.16898385
"3811","FBXO9",1.37590613
